min_dr,max_dr,mean_dr,median_dr,std_dr,min_xr,max_xr,mean_xr,median_xr,std_xr,min_yr,max_yr,mean_yr,median_yr,std_yr,min_dl,max_dl,mean_dl,median_dl,std_dl,min_xl,max_xl,mean_xl,median_xl,std_xl,min_yl,max_yl,mean_yl,median_yl,std_yl
-0.19868734315681102,0.5092754295763471,-0.2975852360657091,-0.21064434963351952,0.44757343279306294,-0.49782851257402816,-0.18861653571664816,0.24941431908253597,0.400812354870812,-0.21917090493160407,0.5297373553604328,-0.2357430143945809,0.604849396836997,0.36230161880591005,0.035776410367584166,-0.03300803178167422,0.11664515404904852,-0.21581116222805075,-0.2741778556139344,-0.04719333075304466,-0.4256632306847191,0.3653447901156517,0.5025538302080754,0.5126739481407405,-0.38705956771854966,0.1259801828925784,1.0,0.3917776384978455,0.4773529210352745,0.4731814306103874
0.43383308667395926,-0.32703980069123084,-0.15545423097612376,0.04463406629471711,0.21119303513723708,0.6216824497658759,-0.35184812247807895,0.25383034162331297,0.33522833658914175,-0.5961971234088408,0.2754492402809148,-0.5463907705334464,0.3195306466288286,0.2162684743887544,-0.5253595794898234,0.6422143535711202,-0.30720017958359125,-0.2753196553789615,-0.2741778556139344,-0.6355930420175366,0.27383375879191285,-0.25007049728877295,0.3782792981972227,0.3863691328248069,-0.7131702432139921,0.4929636536574771,-0.4101583547647688,0.22780311628693206,0.4014481732041102,-0.6239427194985341
-0.2867125667588959,0.3636285920154363,-0.4689616750113793,-0.36117492615687463,-0.3369304419270577,0.7505488322413909,-0.31588672394658124,0.4392934066243026,0.48320371530721307,-0.7230234379712445,0.24671019665584826,-0.2118437764606268,0.33951645240146333,0.14540570026608757,-0.17689683589016014,0.35393384575524656,0.07469554969414705,0.029074074676134876,0.102397785993815,-0.13224828413318546,0.4434086233452892,-0.01715463961965591,0.5519162839330829,0.5484734396140951,-0.7211560368449828,-0.09033036001827444,-0.3449349484334907,0.23666965073610258,0.36390667968989354,-0.04178307248410984
-0.4256997619200823,0.01830660820927421,-0.44004356353705565,-0.27879881851000965,0.2591213973722901,0.3515368256420526,-0.4405139022615522,0.18284231654884864,0.33373336773432594,-0.563827720653063,-0.30639304959181013,-0.25263547840812883,0.1319304544500397,-0.2005900536016575,0.5723953770301291,0.4243371621038081,0.03678657612660641,0.16194652980683677,0.0925601608613853,0.43498139023832705,0.6349673097015327,-0.0731285888508314,0.4699982799791398,0.4639684687334551,-0.843935625045517,0.158769032586634,-0.43580617633095764,0.27762137262980424,0.25745261359581617,0.24920016617044638
0.235210089440834,-0.31099251370858394,0.08434331112674198,0.30067826277212784,0.39185438033889985,-1.0,-0.1816106484782114,-0.36732196518440086,-0.20949467398916366,0.2329890437985127,-0.6890201127051552,-0.1986293395427604,0.38636485007649535,0.15298625000960397,0.43728664082796853,0.09011140858450628,0.2866883663505244,0.2784469625040473,0.3597543836890009,0.21756909832180416,-0.6965133938669339,-0.09115793368405367,0.009432276703775555,-0.03635507971057106,-0.0799721518081018,-0.4612832438343035,0.02598276359209284,0.019793951095270268,0.09476559993944922,0.33917392219496456
-0.12785535036355422,0.5632548880720054,0.2918980096826229,0.38480472595996007,-0.017357003978967667,0.32408281597192423,-0.7365280727930206,-0.3520544037151929,-0.1913604364011645,-0.8356166668944376,0.12899421056283167,-0.05231795088907698,0.08197180625387235,-0.19007460182906366,0.2104725298945993,0.6422143535711202,-0.11639261462483919,1.0,1.0,-0.560117194436822,-0.00238041382578813,-0.5233161924638847,-0.03654578479240567,-0.009497290690301918,-0.7655707501858372,-0.09713078841530565,-0.39845577163361434,-0.2672858236480079,-0.18948434509628664,-0.4447598358474184
0.2832378868798666,0.6665974622326982,-0.5715580419580422,-0.27879881851000965,-0.1427197340599865,0.6829952603019291,-0.09631992473742634,0.5745021657073457,0.5845107073089826,-0.6653689409768209,-0.772986224068949,-0.5493120237087217,-0.3490828387258569,-0.40539806849641324,-0.24787690219185832,0.09011140858450628,-0.30720017958359125,-0.41885863821746516,-0.30496637910531643,-0.9009580236301767,0.7332482416173887,-0.049822274987921134,0.6835728604548557,0.6749808812283078,-0.8433687610250638,-0.34576583458781784,-0.034382527093897663,-0.37187460202984524,-0.30572745654218914,-0.037420997130287015
-0.07264654784119406,-0.5430064848625478,-0.5763038192576659,-0.4441527185209493,0.2059065650836127,-0.2194356230747958,-0.24753301924928528,0.44878131069259064,0.5554900298551475,-0.26552079335025125,-0.6288593035715665,-0.2861875529212534,-0.25646346000441367,-0.38232348971631835,-0.34587120656426806,-0.03300803178167422,0.03678657612660641,-0.14498710700142492,-0.08144688763486263,-0.5139621076558419,-0.30870520567421744,-0.08894512706575008,0.6272569031484285,0.7380499506506919,-0.08550433056866491,-0.03737988780791057,-0.23130513801067765,-0.24431381744459812,-0.1248103282357732,-0.29622762422258286
0.14911524354932126,1.0,-0.04331890594612631,0.04463406629471711,0.48822887256023395,-0.07798853698776442,-0.9148856729164981,-0.9426697683572435,-0.6718793999483985,-0.6759740838214696,0.037087859141683,-0.06535245554614744,0.7556424906692774,0.4944848939619386,0.18630232053171025,-1.0,-0.47976878612716745,-0.6355384917813167,-0.4815247237897563,-0.16959287125437617,-0.5832498572828817,-0.7719803361957328,-0.8779133164604694,-0.8621258766855566,-0.7601798847443935,-0.005774372570606978,-0.3730060027436122,0.0562332434472228,0.2308607223565795,-0.4964659652981448
0.235210089440834,0.19658537181099844,-0.49433657466793657,-0.27879881851000965,0.002720360278563483,-0.09866392012130576,-0.9363384463864409,-0.9970237304412399,-0.7253827724742915,-0.7238066928229854,-0.008117546388732522,-0.41774978831498755,0.069713734471476,-0.14814084456543708,0.004928114465923228,-0.7204594524570342,-0.6831752623604022,-0.6394973541569543,-0.5763983481438256,0.3400691962248692,-0.6464493058023935,-0.8640848194640769,-1.0,-1.0,-0.790000471928342,-0.817317126144951,-0.9678746909067609,-0.24007252464082407,-0.03710538361452209,-0.9244339126388288
